study,treatment,pid,m3_b3
5,m2,XPQFY,
5,m2,YIQTI,
5,m2,YJPRG,
5,m2,YKWAH,
5,m2,YMKYG,
5,m2,YPCFD,
5,m2,YQXIE,
5,m2,YUMWF,
5,m2,YYYQL,
5,m2,ZHMDL,
5,m2,ZJGNP,
5,m3,AFKFA,0.3
5,m3,AYJQH,0.1
5,m3,BGRYT,1
5,m3,BNSRX,0.85
5,m3,BRCTI,0.6
5,m3,BUTQG,0.1
5,m3,BXBPO,0.45
5,m3,BYUFT,0.26
5,m3,CQEXW,0.3
5,m3,CTDTP,0.7
5,m3,CTPQT,0.2
5,m3,DDLIA,0.25
5,m3,DMIIF,0.2
5,m3,DOPUB,0.5
5,m3,EALGQ,0.1
5,m3,EXHNR,0.3
5,m3,FFVHW,0.8
5,m3,FJTDI,0.4
5,m3,FOMBY,0.55
5,m3,FRHWQ,0.2
5,m3,GCPKB,1
5,m3,GFHGK,0.4
5,m3,GLYRR,0.1
5,m3,GOQTH,0.4
5,m3,HDWQD,0.34
5,m3,HKTWT,0.4
5,m3,HSACH,0.85
5,m3,HWAXH,0.5
5,m3,HWHKM,0.1
5,m3,HXXGB,0.05
5,m3,IEZOP,0.2
5,m3,IKPCK,0.3
5,m3,IXIJM,0.01
5,m3,JDMRD,0.1
5,m3,JERHM,0.8
5,m3,JJWQH,0.6
5,m3,KGDEO,0.45
5,m3,KMTVC,0.8
5,m3,KPQUF,0.09
5,m3,KXHZX,0.5
5,m3,KYQVB,0.2
5,m3,LCSDI,0.8
5,m3,LJPBD,0.45
5,m3,LMKYB,0.5
5,m3,LVFGB,0
5,m3,LXMYX,0.2
5,m3,LYXBB,0.3
5,m3,MLVJZ,0
5,m3,MMOYA,0.05
5,m3,MNRLM,0.1
5,m3,MQOED,0.98
5,m3,MREFB,0.3
5,m3,MUPMA,0.5
5,m3,MYWHH,0.05
5,m3,NLTVU,0.05
5,m3,NQYQN,0.05
5,m3,OAKPV,0.15
5,m3,OCSVL,0.5
5,m3,ODNWH,0.3
5,m3,OOJMX,0.1
5,m3,OPAXV,0.1
5,m3,PEOLU,0.3
5,m3,PHTZT,0.4
5,m3,POXNY,0.3
5,m3,PYBWP,0.4
5,m3,PZCZV,0.1
5,m3,QECXS,0.2
5,m3,QHNUD,0.3
5,m3,QKAZU,0.5
5,m3,QRVVY,0.4
5,m3,QVBAP,0.2
5,m3,QXEPS,0.2
5,m3,REAVM,0.24
5,m3,RLFXE,0.05
5,m3,RRFWI,0.2
5,m3,RRKTM,0.7
5,m3,RSFYN,0.2
5,m3,SIBYL,0.25
5,m3,SLETN,0.2
5,m3,SLKSA,0.3
5,m3,SNJRM,0.6
5,m3,TPCGC,0.3
5,m3,USYLJ,0.99
5,m3,UUYLF,0.05
5,m3,UWXVV,0.3
5,m3,VTIEK,0.5
5,m3,VTWWG,0.5
5,m3,VWIIZ,0.5
5,m3,VWQJN,0.5
5,m3,VWTHZ,0.2
5,m3,WOZHY,0.8
5,m3,WSKMW,0.3
5,m3,WTZSC,0.4
5,m3,WVBUA,0.4
5,m3,XCRTP,0.3
5,m3,XYJIX,0.3
5,m3,YEXRD,0.1
5,m3,YGDVU,0.1
5,m3,YHEMK,0.4
5,m3,YHGBZ,0.6
5,m3,YIPBA,0.2
5,m3,YSSFZ,0.6
5,m3,ZCZJN,0.4
5,m3,ZDOYC,0.1
6,m2,AGNPX,
6,m2,AIRBM,
6,m2,ARLEI,
6,m2,BBECX,
6,m2,BHPTI,
6,m2,BIYDE,
6,m2,BKCFP,
6,m2,BNPKB,
6,m2,BZRFC,
6,m2,CHIBT,
6,m2,CHJWI,
6,m2,COGEW,
6,m2,CUCGB,
6,m2,CYLLX,
6,m2,CYWGM,
6,m2,DBEOL,
6,m2,DCRKI,
6,m2,DLIYI,
6,m2,DOPFI,
6,m2,DPJYN,
6,m2,DRIUI,
6,m2,DSMMR,
6,m2,DUYEG,
6,m2,EDRGS,
6,m2,EFVYH,
6,m2,EMHKN,
6,m2,FDEEF,
6,m2,FGOQM,
6,m2,FTHMZ,
6,m2,FZDWW,
6,m2,FZMNK,
6,m2,GLFJZ,
6,m2,GZRWQ,
6,m2,HARNQ,
6,m2,HBEWR,
6,m2,HBQXZ,
6,m2,HEJKB,
6,m2,HFNSC,
6,m2,HJBDQ,
6,m2,HJEZS,
6,m2,IBCCH,
6,m2,ITXLG,
6,m2,IXRCJ,
6,m2,JAYYJ,
6,m2,JDVOM,
6,m2,JFFDX,
6,m2,JJAGL,
6,m2,JUSNB,
6,m2,JVWRC,
6,m2,JXCTF,
6,m2,KBPUC,
6,m2,KCPRJ,
6,m2,KIYTT,
6,m2,KRWHP,
6,m2,KSQVW,
6,m2,LFMEQ,
6,m2,LYFOV,
6,m2,MHKGW,
6,m2,MLXQY,
6,m2,MPQVV,
6,m2,MWDSM,
6,m2,MWTSC,
6,m2,MXZEG,
6,m2,NDNSG,
6,m2,NERZB,
6,m2,OEXJH,
6,m2,OJYDQ,
6,m2,OLPSA,
6,m2,OPSPN,
6,m2,OTJYA,
6,m2,PDSGL,
6,m2,PGVWP,
6,m2,PPZPY,
6,m2,PVBVQ,
6,m2,PWJJQ,
6,m2,QCTQV,
6,m2,QRNNV,
6,m2,QYBZC,
6,m2,RJKJF,
6,m2,RKDZV,
6,m2,RKTOH,
6,m2,RQOBK,
6,m2,RTXTZ,
6,m2,RZIII,
6,m2,SKXRF,
6,m2,SNNRO,
6,m2,SOOYS,
6,m2,SVOWQ,
6,m2,SXMNT,
6,m2,TDFNU,
6,m2,TDLLY,
6,m2,TICTG,
6,m2,TLEEF,
6,m2,TNUTC,
6,m2,TPMTB,
6,m2,TQUSO,
6,m2,TVNAD,
6,m2,TYDLF,
6,m2,TZHAK,
6,m2,UFEYS,
6,m2,UONRK,
6,m2,UXMBH,
6,m2,UYSCS,
6,m2,VBFGR,
6,m2,VEOXL,
6,m2,VHWFI,
6,m2,VQQGL,
6,m2,VSYYJ,
6,m2,WEESC,
6,m2,WEZFA,
6,m2,WOVCG,
6,m2,WTOCY,
6,m2,WUKAA,
6,m2,XDCSW,
6,m2,XEPOZ,
6,m2,XJMAV,
6,m2,XMREM,
6,m2,XPQFY,
6,m2,YIQTI,
6,m2,YJPRG,
6,m2,YKWAH,
6,m2,YMKYG,
6,m2,YPCFD,
6,m2,YQXIE,
6,m2,YUMWF,
6,m2,YYYQL,
6,m2,ZHMDL,
6,m2,ZJGNP,
6,m3,AFKFA,0.699999988
6,m3,AYJQH,0.600000024
6,m3,BGRYT,0
6,m3,BNSRX,0.850000024
6,m3,BRCTI,0.699999988
6,m3,BUTQG,0.5
6,m3,BXBPO,0.949999988
6,m3,BYUFT,0.910000026
6,m3,CQEXW,0.400000006
6,m3,CTDTP,0.850000024
6,m3,CTPQT,0.25
6,m3,DDLIA,0.699999988
6,m3,DMIIF,0.949999988
6,m3,DOPUB,1
6,m3,EALGQ,0.800000012
6,m3,EXHNR,0.050000001
6,m3,FFVHW,0.5
6,m3,FJTDI,0.800000012
6,m3,FOMBY,0.75
6,m3,FRHWQ,0.600000024
6,m3,GCPKB,1
6,m3,GFHGK,0.899999976
6,m3,GLYRR,0.5
6,m3,GOQTH,0.100000001
6,m3,HDWQD,0.400000006
6,m3,HKTWT,0.800000012
6,m3,HSACH,0.5
6,m3,HWAXH,0.600000024
6,m3,HWHKM,0.400000006
6,m3,HXXGB,0.25
6,m3,IEZOP,0.100000001
6,m3,IKPCK,0.100000001
6,m3,IXIJM,0.400000006
6,m3,JDMRD,0.600000024
6,m3,JERHM,0.899999976
6,m3,JJWQH,0.899999976
6,m3,KGDEO,0.550000012
6,m3,KMTVC,0.899999976
6,m3,KPQUF,0.800000012
6,m3,KXHZX,0.600000024
6,m3,KYQVB,0.300000012
6,m3,LCSDI,0.959999979
6,m3,LJPBD,0.939999998
6,m3,LMKYB,0.400000006
6,m3,LVFGB,0.5
6,m3,LXMYX,0.400000006
6,m3,LYXBB,0.800000012
6,m3,MLVJZ,0.899999976
6,m3,MMOYA,1
6,m3,MNRLM,0.400000006
6,m3,MQOED,0.899999976
6,m3,MREFB,0.400000006
6,m3,MUPMA,0.899999976
6,m3,MYWHH,0.649999976
6,m3,NLTVU,0.550000012
6,m3,NQYQN,0.050000001
6,m3,OAKPV,0.200000003
6,m3,OCSVL,0.649999976
6,m3,ODNWH,0.5
6,m3,OOJMX,0.550000012
6,m3,OPAXV,0.800000012
6,m3,PEOLU,0.800000012
6,m3,PHTZT,0.899999976
6,m3,POXNY,0.699999988
6,m3,PYBWP,1
6,m3,PZCZV,0.150000006
6,m3,QECXS,0.5
6,m3,QHNUD,0.75
6,m3,QKAZU,0.600000024
6,m3,QRVVY,0.600000024
6,m3,QVBAP,0.899999976
6,m3,QXEPS,0.25
6,m3,REAVM,0.310000002
6,m3,RLFXE,0.850000024
6,m3,RRFWI,1
6,m3,RRKTM,1
6,m3,RSFYN,0.449999988
6,m3,SIBYL,0.300000012
6,m3,SLETN,0.800000012
6,m3,SLKSA,0.699999988
6,m3,SNJRM,0.400000006
6,m3,TPCGC,0.5
6,m3,USYLJ,0.800000012
6,m3,UUYLF,0.699999988
6,m3,UWXVV,0.600000024
6,m3,VTIEK,0.800000012
6,m3,VTWWG,0.699999988
6,m3,VWIIZ,0.800000012
6,m3,VWQJN,0.899999976
6,m3,VWTHZ,0.75
6,m3,WOZHY,0.899999976
6,m3,WSKMW,0
6,m3,WTZSC,0.400000006
6,m3,WVBUA,0.699999988
6,m3,XCRTP,0.600000024
6,m3,XYJIX,0.600000024
6,m3,YEXRD,0.699999988
6,m3,YGDVU,0.050000001
6,m3,YHEMK,0.5
6,m3,YHGBZ,0.400000006
6,m3,YIPBA,0.800000012
6,m3,YSSFZ,0.300000012
6,m3,ZCZJN,0.699999988
6,m3,ZDOYC,0.600000024
7,m2,AGNPX,
7,m2,AIRBM,
7,m2,ARLEI,
7,m2,BBECX,
7,m2,BHPTI,
7,m2,BIYDE,
7,m2,BKCFP,
7,m2,BNPKB,
7,m2,BZRFC,
7,m2,CHIBT,
7,m2,CHJWI,
7,m2,COGEW,
7,m2,CUCGB,
7,m2,CYLLX,
7,m2,CYWGM,
7,m2,DBEOL,
7,m2,DCRKI,
7,m2,DLIYI,
7,m2,DOPFI,
7,m2,DPJYN,
7,m2,DRIUI,
7,m2,DSMMR,
7,m2,DUYEG,
7,m2,EDRGS,
7,m2,EFVYH,
7,m2,EMHKN,
7,m2,FDEEF,
7,m2,FGOQM,
7,m2,FTHMZ,
7,m2,FZDWW,
7,m2,FZMNK,
7,m2,GLFJZ,
7,m2,GZRWQ,
7,m2,HARNQ,
7,m2,HBEWR,
7,m2,HBQXZ,
7,m2,HEJKB,
7,m2,HFNSC,
7,m2,HJBDQ,
7,m2,HJEZS,
7,m2,IBCCH,
7,m2,ITXLG,
7,m2,IXRCJ,
7,m2,JAYYJ,
7,m2,JDVOM,
7,m2,JFFDX,
7,m2,JJAGL,
7,m2,JUSNB,
7,m2,JVWRC,
7,m2,JXCTF,
7,m2,KBPUC,
7,m2,KCPRJ,
7,m2,KIYTT,
7,m2,KRWHP,
7,m2,KSQVW,
7,m2,LFMEQ,
7,m2,LYFOV,
7,m2,MHKGW,
7,m2,MLXQY,
7,m2,MPQVV,
7,m2,MWDSM,
7,m2,MWTSC,
7,m2,MXZEG,
7,m2,NDNSG,
7,m2,NERZB,
7,m2,OEXJH,
7,m2,OJYDQ,
7,m2,OLPSA,
7,m2,OPSPN,
7,m2,OTJYA,
7,m2,PDSGL,
7,m2,PGVWP,
7,m2,PPZPY,
7,m2,PVBVQ,
7,m2,PWJJQ,
7,m2,QCTQV,
7,m2,QRNNV,
7,m2,QYBZC,
7,m2,RJKJF,
7,m2,RKDZV,
7,m2,RKTOH,
7,m2,RQOBK,
7,m2,RTXTZ,
7,m2,RZIII,
7,m2,SKXRF,
7,m2,SNNRO,
7,m2,SOOYS,
7,m2,SVOWQ,
7,m2,SXMNT,
7,m2,TDFNU,
7,m2,TDLLY,
7,m2,TICTG,
7,m2,TLEEF,
7,m2,TNUTC,
7,m2,TPMTB,
7,m2,TQUSO,
7,m2,TVNAD,
7,m2,TYDLF,
7,m2,TZHAK,
7,m2,UFEYS,
7,m2,UONRK,
7,m2,UXMBH,
7,m2,UYSCS,
7,m2,VBFGR,
7,m2,VEOXL,
7,m2,VHWFI,
7,m2,VQQGL,
7,m2,VSYYJ,
7,m2,WEESC,
7,m2,WEZFA,
7,m2,WOVCG,
7,m2,WTOCY,
7,m2,WUKAA,
7,m2,XDCSW,
7,m2,XEPOZ,
7,m2,XJMAV,
7,m2,XMREM,
7,m2,XPQFY,
7,m2,YIQTI,
7,m2,YJPRG,
7,m2,YKWAH,
7,m2,YMKYG,
7,m2,YPCFD,
7,m2,YQXIE,
7,m2,YUMWF,
7,m2,YYYQL,
7,m2,ZHMDL,
7,m2,ZJGNP,
7,m3,AFKFA,0.200000003
7,m3,AYJQH,0.050000001
7,m3,BGRYT,0
7,m3,BNSRX,0.349999994
7,m3,BRCTI,0.400000006
7,m3,BUTQG,0.050000001
7,m3,BXBPO,0.400000006
7,m3,BYUFT,0.050000001
7,m3,CQEXW,0.100000001
7,m3,CTDTP,0.400000006
7,m3,CTPQT,0.200000003
7,m3,DDLIA,0.100000001
7,m3,DMIIF,0.02
7,m3,DOPUB,0.699999988
7,m3,EALGQ,0.100000001
7,m3,EXHNR,0.050000001
7,m3,FFVHW,0.100000001
7,m3,FJTDI,0.100000001
7,m3,FOMBY,0.5
7,m3,FRHWQ,0.150000006
7,m3,GCPKB,0.300000012
7,m3,GFHGK,0.349999994
7,m3,GLYRR,0.200000003
7,m3,GOQTH,0.300000012
7,m3,HDWQD,0.01
7,m3,HKTWT,0.200000003
7,m3,HSACH,0.100000001
7,m3,HWAXH,0.300000012
7,m3,HWHKM,0.100000001
7,m3,HXXGB,0.01
7,m3,IEZOP,0
7,m3,IKPCK,0
7,m3,IXIJM,0.200000003
7,m3,JDMRD,0.400000006
7,m3,JERHM,0.150000006
7,m3,JJWQH,0.150000006
7,m3,KGDEO,0.300000012
7,m3,KMTVC,0.200000003
7,m3,KPQUF,0.100000001
7,m3,KXHZX,0.200000003
7,m3,KYQVB,0.100000001
7,m3,LCSDI,0.400000006
7,m3,LJPBD,0.699999988
7,m3,LMKYB,0
7,m3,LVFGB,0
7,m3,LXMYX,0.100000001
7,m3,LYXBB,0.600000024
7,m3,MLVJZ,0
7,m3,MMOYA,0.050000001
7,m3,MNRLM,0.400000006
7,m3,MQOED,0.200000003
7,m3,MREFB,0.100000001
7,m3,MUPMA,0.25
7,m3,MYWHH,0.400000006
7,m3,NLTVU,0.200000003
7,m3,NQYQN,0.050000001
7,m3,OAKPV,0.100000001
7,m3,OCSVL,0.300000012
7,m3,ODNWH,0.050000001
7,m3,OOJMX,0.029999999
7,m3,OPAXV,0
7,m3,PEOLU,0.200000003
7,m3,PHTZT,0.050000001
7,m3,POXNY,0.200000003
7,m3,PYBWP,0.01
7,m3,PZCZV,0.100000001
7,m3,QECXS,0.050000001
7,m3,QHNUD,0.01
7,m3,QKAZU,0.300000012
7,m3,QRVVY,0.200000003
7,m3,QVBAP,0.100000001
7,m3,QXEPS,0.050000001
7,m3,REAVM,0.100000001
7,m3,RLFXE,0.050000001
7,m3,RRFWI,0.200000003
7,m3,RRKTM,0.300000012
7,m3,RSFYN,0.25
7,m3,SIBYL,0.200000003
7,m3,SLETN,0.5
7,m3,SLKSA,0.300000012
7,m3,SNJRM,0.800000012
7,m3,TPCGC,0.300000012
7,m3,USYLJ,0.01
7,m3,UUYLF,0.150000006
7,m3,UWXVV,0.100000001
7,m3,VTIEK,0.400000006
7,m3,VTWWG,0.050000001
7,m3,VWIIZ,0.600000024
7,m3,VWQJN,0.899999976
7,m3,VWTHZ,0.550000012
7,m3,WOZHY,0.100000001
7,m3,WSKMW,0.100000001
7,m3,WTZSC,0.400000006
7,m3,WVBUA,0.5
7,m3,XCRTP,0.300000012
7,m3,XYJIX,0.050000001
7,m3,YEXRD,0.300000012
7,m3,YGDVU,0.100000001
7,m3,YHEMK,0.300000012
7,m3,YHGBZ,0
7,m3,YIPBA,0.25
7,m3,YSSFZ,0.050000001
7,m3,ZCZJN,0.200000003
7,m3,ZDOYC,0.300000012
8,m2,AGNPX,
8,m2,AIRBM,
8,m2,ARLEI,
8,m2,BBECX,
8,m2,BHPTI,
8,m2,BIYDE,
8,m2,BKCFP,
8,m2,BNPKB,
8,m2,BZRFC,
8,m2,CHIBT,
8,m2,CHJWI,
8,m2,COGEW,
8,m2,CUCGB,
8,m2,CYLLX,
8,m2,CYWGM,
8,m2,DBEOL,
8,m2,DCRKI,
8,m2,DLIYI,
8,m2,DOPFI,
8,m2,DPJYN,
8,m2,DRIUI,
8,m2,DSMMR,
8,m2,DUYEG,
8,m2,EDRGS,
8,m2,EFVYH,
8,m2,EMHKN,
8,m2,FDEEF,
8,m2,FGOQM,
8,m2,FTHMZ,
8,m2,FZDWW,
8,m2,FZMNK,
8,m2,GLFJZ,
8,m2,GZRWQ,
8,m2,HARNQ,
8,m2,HBEWR,
8,m2,HBQXZ,
8,m2,HEJKB,
8,m2,HFNSC,
8,m2,HJBDQ,
8,m2,HJEZS,
8,m2,IBCCH,
8,m2,ITXLG,
8,m2,IXRCJ,
8,m2,JAYYJ,
8,m2,JDVOM,
8,m2,JFFDX,
8,m2,JJAGL,
8,m2,JUSNB,
8,m2,JVWRC,
8,m2,JXCTF,
8,m2,KBPUC,
8,m2,KCPRJ,
8,m2,KIYTT,
8,m2,KRWHP,
8,m2,KSQVW,
8,m2,LFMEQ,
8,m2,LYFOV,
8,m2,MHKGW,
8,m2,MLXQY,
8,m2,MPQVV,
8,m2,MWDSM,
8,m2,MWTSC,
8,m2,MXZEG,
8,m2,NDNSG,
8,m2,NERZB,
8,m2,OEXJH,
8,m2,OJYDQ,
8,m2,OLPSA,
8,m2,OPSPN,
8,m2,OTJYA,
8,m2,PDSGL,
8,m2,PGVWP,
8,m2,PPZPY,
8,m2,PVBVQ,
8,m2,PWJJQ,
8,m2,QCTQV,
8,m2,QRNNV,
8,m2,QYBZC,
8,m2,RJKJF,
8,m2,RKDZV,
8,m2,RKTOH,
8,m2,RQOBK,
8,m2,RTXTZ,
8,m2,RZIII,
8,m2,SKXRF,
8,m2,SNNRO,
8,m2,SOOYS,
8,m2,SVOWQ,
8,m2,SXMNT,
8,m2,TDFNU,
8,m2,TDLLY,
8,m2,TICTG,
8,m2,TLEEF,
8,m2,TNUTC,
8,m2,TPMTB,
8,m2,TQUSO,
8,m2,TVNAD,
8,m2,TYDLF,
8,m2,TZHAK,
8,m2,UFEYS,
8,m2,UONRK,
8,m2,UXMBH,
8,m2,UYSCS,
8,m2,VBFGR,
8,m2,VEOXL,
8,m2,VHWFI,
8,m2,VQQGL,
8,m2,VSYYJ,
8,m2,WEESC,
8,m2,WEZFA,
8,m2,WOVCG,
8,m2,WTOCY,
8,m2,WUKAA,
8,m2,XDCSW,
8,m2,XEPOZ,
8,m2,XJMAV,
8,m2,XMREM,
8,m2,XPQFY,
8,m2,YIQTI,
8,m2,YJPRG,
8,m2,YKWAH,
8,m2,YMKYG,
8,m2,YPCFD,
8,m2,YQXIE,
8,m2,YUMWF,
8,m2,YYYQL,
8,m2,ZHMDL,
8,m2,ZJGNP,
8,m3,AFKFA,0.4
8,m3,AYJQH,0.05
8,m3,BGRYT,0
8,m3,BNSRX,0.85
8,m3,BRCTI,0
8,m3,BUTQG,0.05
8,m3,BXBPO,0.1
8,m3,BYUFT,0.06
8,m3,CQEXW,0.3
8,m3,CTDTP,0.2
8,m3,CTPQT,0.2
8,m3,DDLIA,0.1
8,m3,DMIIF,0.85
8,m3,DOPUB,0.1
8,m3,EALGQ,0.1
8,m3,EXHNR,0.05
8,m3,FFVHW,0.8
8,m3,FJTDI,0.2
8,m3,FOMBY,0.3
8,m3,FRHWQ,0
8,m3,GCPKB,1
8,m3,GFHGK,0.25
8,m3,GLYRR,0.7
8,m3,GOQTH,0.2
8,m3,HDWQD,0.01
8,m3,HKTWT,0.1
8,m3,HSACH,0.6
8,m3,HWAXH,0.1
8,m3,HWHKM,0.1
8,m3,HXXGB,0.1
8,m3,IEZOP,0
8,m3,IKPCK,0.4
8,m3,IXIJM,0.1
8,m3,JDMRD,0.1
8,m3,JERHM,0.15
8,m3,JJWQH,0.6
8,m3,KGDEO,0.3
8,m3,KMTVC,0.7
8,m3,KPQUF,0
8,m3,KXHZX,0.2
8,m3,KYQVB,0.02
8,m3,LCSDI,0.1
8,m3,LJPBD,0.2
8,m3,LMKYB,0
8,m3,LVFGB,0.01
8,m3,LXMYX,0.1
8,m3,LYXBB,0.2
8,m3,MLVJZ,0.2
8,m3,MMOYA,0.05
8,m3,MNRLM,0.05
8,m3,MQOED,0.9
8,m3,MREFB,0.2
8,m3,MUPMA,0.05
8,m3,MYWHH,0.2
8,m3,NLTVU,0.4
8,m3,NQYQN,0.05
8,m3,OAKPV,0.05
8,m3,OCSVL,0.55
8,m3,ODNWH,0.2
8,m3,OOJMX,0.05
8,m3,OPAXV,0.1
8,m3,PEOLU,0.5
8,m3,PHTZT,0.05
8,m3,POXNY,0.3
8,m3,PYBWP,0.5
8,m3,PZCZV,0
8,m3,QECXS,0
8,m3,QHNUD,0.02
8,m3,QKAZU,0.4
8,m3,QRVVY,0.2
8,m3,QVBAP,0.1
8,m3,QXEPS,0.08
8,m3,REAVM,0.08
8,m3,RLFXE,0
8,m3,RRFWI,0.35
8,m3,RRKTM,0.5
8,m3,RSFYN,0.3
8,m3,SIBYL,0.25
8,m3,SLETN,0.05
8,m3,SLKSA,0.05
8,m3,SNJRM,0.7
8,m3,TPCGC,0.8
8,m3,USYLJ,0
8,m3,UUYLF,0.1
8,m3,UWXVV,0.2
8,m3,VTIEK,0.2
8,m3,VTWWG,0.1
8,m3,VWIIZ,0.1
8,m3,VWQJN,0.2
8,m3,VWTHZ,0.05
8,m3,WOZHY,0.05
8,m3,WSKMW,0.2
8,m3,WTZSC,0.4
8,m3,WVBUA,0.2
8,m3,XCRTP,0
8,m3,XYJIX,0.05
8,m3,YEXRD,0.2
8,m3,YGDVU,0.15
8,m3,YHEMK,0.1
8,m3,YHGBZ,0.4
8,m3,YIPBA,0.1
8,m3,YSSFZ,0.05
8,m3,ZCZJN,0.2
8,m3,ZDOYC,0.6
9,m2,AGNPX,
9,m2,AIRBM,
9,m2,ARLEI,
9,m2,BBECX,
9,m2,BHPTI,
9,m2,BIYDE,
9,m2,BKCFP,
9,m2,BNPKB,
9,m2,BZRFC,
9,m2,CHIBT,
9,m2,CHJWI,
9,m2,COGEW,
9,m2,CUCGB,
9,m2,CYLLX,
9,m2,CYWGM,
9,m2,DBEOL,
9,m2,DCRKI,
9,m2,DLIYI,
9,m2,DOPFI,
9,m2,DPJYN,
9,m2,DRIUI,
9,m2,DSMMR,
9,m2,DUYEG,
9,m2,EDRGS,
9,m2,EFVYH,
9,m2,EMHKN,
9,m2,FDEEF,
9,m2,FGOQM,
9,m2,FTHMZ,
9,m2,FZDWW,
9,m2,FZMNK,
9,m2,GLFJZ,
9,m2,GZRWQ,
9,m2,HARNQ,
9,m2,HBEWR,
9,m2,HBQXZ,
9,m2,HEJKB,
9,m2,HFNSC,
9,m2,HJBDQ,
9,m2,HJEZS,
9,m2,IBCCH,
9,m2,ITXLG,
9,m2,IXRCJ,
9,m2,JAYYJ,
9,m2,JDVOM,
9,m2,JFFDX,
9,m2,JJAGL,
9,m2,JUSNB,
9,m2,JVWRC,
9,m2,JXCTF,
9,m2,KBPUC,
9,m2,KCPRJ,
9,m2,KIYTT,
9,m2,KRWHP,
9,m2,KSQVW,
9,m2,LFMEQ,
9,m2,LYFOV,
9,m2,MHKGW,
9,m2,MLXQY,
9,m2,MPQVV,
9,m2,MWDSM,
9,m2,MWTSC,
9,m2,MXZEG,
9,m2,NDNSG,
9,m2,NERZB,
9,m2,OEXJH,
9,m2,OJYDQ,
9,m2,OLPSA,
9,m2,OPSPN,
9,m2,OTJYA,
9,m2,PDSGL,
9,m2,PGVWP,
9,m2,PPZPY,
9,m2,PVBVQ,
9,m2,PWJJQ,
9,m2,QCTQV,
9,m2,QRNNV,
9,m2,QYBZC,
9,m2,RJKJF,
9,m2,RKDZV,
9,m2,RKTOH,
9,m2,RQOBK,
9,m2,RTXTZ,
9,m2,RZIII,
9,m2,SKXRF,
9,m2,SNNRO,
9,m2,SOOYS,
9,m2,SVOWQ,
9,m2,SXMNT,
9,m2,TDFNU,
9,m2,TDLLY,
9,m2,TICTG,
9,m2,TLEEF,
9,m2,TNUTC,
9,m2,TPMTB,
9,m2,TQUSO,
9,m2,TVNAD,
9,m2,TYDLF,
9,m2,TZHAK,
9,m2,UFEYS,
9,m2,UONRK,
9,m2,UXMBH,
9,m2,UYSCS,
9,m2,VBFGR,
9,m2,VEOXL,
9,m2,VHWFI,
9,m2,VQQGL,
9,m2,VSYYJ,
9,m2,WEESC,
9,m2,WEZFA,
9,m2,WOVCG,
9,m2,WTOCY,
9,m2,WUKAA,
9,m2,XDCSW,
9,m2,XEPOZ,
9,m2,XJMAV,
9,m2,XMREM,
9,m2,XPQFY,
9,m2,YIQTI,
9,m2,YJPRG,
9,m2,YKWAH,
9,m2,YMKYG,
9,m2,YPCFD,
9,m2,YQXIE,
9,m2,YUMWF,
9,m2,YYYQL,
9,m2,ZHMDL,
9,m2,ZJGNP,
9,m3,AFKFA,0.100000001
9,m3,AYJQH,0.050000001
9,m3,BGRYT,0
9,m3,BNSRX,1
9,m3,BRCTI,0.400000006
9,m3,BUTQG,0.050000001
9,m3,BXBPO,0.200000003
9,m3,BYUFT,0.349999994
9,m3,CQEXW,0.200000003
9,m3,CTDTP,0.300000012
9,m3,CTPQT,0.150000006
9,m3,DDLIA,0.100000001
9,m3,DMIIF,0.050000001
9,m3,DOPUB,0
9,m3,EALGQ,0.100000001
9,m3,EXHNR,0.050000001
9,m3,FFVHW,0.200000003
9,m3,FJTDI,0.300000012
9,m3,FOMBY,0.25
9,m3,FRHWQ,0
9,m3,GCPKB,0
9,m3,GFHGK,0.300000012
9,m3,GLYRR,0.200000003
9,m3,GOQTH,0.200000003
9,m3,HDWQD,0.100000001
9,m3,HKTWT,0.200000003
9,m3,HSACH,0.300000012
9,m3,HWAXH,0.100000001
9,m3,HWHKM,0.100000001
9,m3,HXXGB,0.01
9,m3,IEZOP,0
9,m3,IKPCK,0.100000001
9,m3,IXIJM,0
9,m3,JDMRD,0.300000012
9,m3,JERHM,0.200000003
9,m3,JJWQH,0.800000012
9,m3,KGDEO,0.200000003
9,m3,KMTVC,0.200000003
9,m3,KPQUF,0.100000001
9,m3,KXHZX,0.200000003
9,m3,KYQVB,0.050000001
9,m3,LCSDI,0.600000024
9,m3,LJPBD,0.200000003
9,m3,LMKYB,0
9,m3,LVFGB,0.050000001
9,m3,LXMYX,0.050000001
9,m3,LYXBB,0.400000006
9,m3,MLVJZ,0.100000001
9,m3,MMOYA,0.050000001
9,m3,MNRLM,0.100000001
9,m3,MQOED,0.850000024
9,m3,MREFB,0.5
9,m3,MUPMA,0.200000003
9,m3,MYWHH,0.100000001
9,m3,NLTVU,0.050000001
9,m3,NQYQN,0.050000001
9,m3,OAKPV,0.100000001
9,m3,OCSVL,0.230000004
9,m3,ODNWH,0
9,m3,OOJMX,0.230000004
9,m3,OPAXV,0
9,m3,PEOLU,0.100000001
9,m3,PHTZT,0.100000001
9,m3,POXNY,0.300000012
9,m3,PYBWP,0
9,m3,PZCZV,0.050000001
9,m3,QECXS,0
9,m3,QHNUD,0.100000001
9,m3,QKAZU,0.300000012
9,m3,QRVVY,0.400000006
9,m3,QVBAP,0.200000003
