study,treatment,pid,m3_b3
18,m2,WEESC,
18,m2,WEZFA,
18,m2,WOVCG,
18,m2,WTOCY,
18,m2,WUKAA,
18,m2,XDCSW,
18,m2,XEPOZ,
18,m2,XJMAV,
18,m2,XMREM,
18,m2,XPQFY,
18,m2,YIQTI,
18,m2,YJPRG,
18,m2,YKWAH,
18,m2,YMKYG,
18,m2,YPCFD,
18,m2,YQXIE,
18,m2,YUMWF,
18,m2,YYYQL,
18,m2,ZHMDL,
18,m2,ZJGNP,
18,m3,AFKFA,0.400000006
18,m3,AYJQH,0.300000012
18,m3,BGRYT,1
18,m3,BNSRX,0.699999988
18,m3,BRCTI,0.200000003
18,m3,BUTQG,0.600000024
18,m3,BXBPO,0.800000012
18,m3,BYUFT,0.5
18,m3,CQEXW,0.150000006
18,m3,CTDTP,0.600000024
18,m3,CTPQT,0.600000024
18,m3,DDLIA,0.699999988
18,m3,DMIIF,0.400000006
18,m3,DOPUB,0.600000024
18,m3,EALGQ,0.800000012
18,m3,EXHNR,0.050000001
18,m3,FFVHW,0.600000024
18,m3,FJTDI,0.25
18,m3,FOMBY,0.550000012
18,m3,FRHWQ,0.100000001
18,m3,GCPKB,1
18,m3,GFHGK,0.349999994
18,m3,GLYRR,0.100000001
18,m3,GOQTH,0.200000003
18,m3,HDWQD,0.200000003
18,m3,HKTWT,0.5
18,m3,HSACH,0.200000003
18,m3,HWAXH,0.699999988
18,m3,HWHKM,0.200000003
18,m3,HXXGB,0.050000001
18,m3,IEZOP,0.100000001
18,m3,IKPCK,0.200000003
18,m3,IXIJM,0.25
18,m3,JDMRD,0.050000001
18,m3,JERHM,0.300000012
18,m3,JJWQH,0.899999976
18,m3,KGDEO,0.449999988
18,m3,KMTVC,0.800000012
18,m3,KPQUF,0.400000006
18,m3,KXHZX,0.699999988
18,m3,KYQVB,0.349999994
18,m3,LCSDI,0.800000012
18,m3,LJPBD,0.800000012
18,m3,LMKYB,0.200000003
18,m3,LVFGB,0.01
18,m3,LXMYX,0.600000024
18,m3,LYXBB,0.699999988
18,m3,MLVJZ,0.600000024
18,m3,MMOYA,1
18,m3,MNRLM,0.200000003
18,m3,MQOED,0.899999976
18,m3,MREFB,0.100000001
18,m3,MUPMA,0.850000024
18,m3,MYWHH,0.400000006
18,m3,NLTVU,0.449999988
18,m3,NQYQN,0.050000001
18,m3,OAKPV,0.150000006
18,m3,OCSVL,0.200000003
18,m3,ODNWH,0.050000001
18,m3,OOJMX,0.029999999
18,m3,OPAXV,0.75
18,m3,PEOLU,0.600000024
18,m3,PHTZT,0.449999988
18,m3,POXNY,0.200000003
18,m3,PYBWP,0.949999988
18,m3,PZCZV,0.25
18,m3,QECXS,0.200000003
18,m3,QHNUD,0.200000003
18,m3,QKAZU,0.5
18,m3,QRVVY,0.400000006
18,m3,QVBAP,1
18,m3,QXEPS,0.050000001
18,m3,REAVM,0.400000006
18,m3,RLFXE,0.100000001
18,m3,RRFWI,0.899999976
18,m3,RRKTM,0.699999988
18,m3,RSFYN,0.349999994
18,m3,SIBYL,0.400000006
18,m3,SLETN,0.400000006
18,m3,SLKSA,0.600000024
18,m3,SNJRM,0.100000001
18,m3,TPCGC,0.699999988
18,m3,USYLJ,0
18,m3,UUYLF,0.300000012
18,m3,UWXVV,0.5
18,m3,VTIEK,0.899999976
18,m3,VTWWG,0.25
18,m3,VWIIZ,0.300000012
18,m3,VWQJN,0.600000024
18,m3,VWTHZ,0.800000012
18,m3,WOZHY,0.699999988
18,m3,WSKMW,0.300000012
18,m3,WTZSC,0.400000006
18,m3,WVBUA,0.5
18,m3,XCRTP,0.699999988
18,m3,XYJIX,0.100000001
18,m3,YEXRD,0.5
18,m3,YGDVU,0.100000001
18,m3,YHEMK,0.400000006
18,m3,YHGBZ,0
18,m3,YIPBA,0.400000006
18,m3,YSSFZ,0.050000001
18,m3,ZCZJN,0.5
18,m3,ZDOYC,0
19,m2,AGNPX,
19,m2,AIRBM,
19,m2,ARLEI,
19,m2,BBECX,
19,m2,BHPTI,
19,m2,BIYDE,
19,m2,BKCFP,
19,m2,BNPKB,
19,m2,BZRFC,
19,m2,CHIBT,
19,m2,CHJWI,
19,m2,COGEW,
19,m2,CUCGB,
19,m2,CYLLX,
19,m2,CYWGM,
19,m2,DBEOL,
19,m2,DCRKI,
19,m2,DLIYI,
19,m2,DOPFI,
19,m2,DPJYN,
19,m2,DRIUI,
19,m2,DSMMR,
19,m2,DUYEG,
19,m2,EDRGS,
19,m2,EFVYH,
19,m2,EMHKN,
19,m2,FDEEF,
19,m2,FGOQM,
19,m2,FTHMZ,
19,m2,FZDWW,
19,m2,FZMNK,
19,m2,GLFJZ,
19,m2,GZRWQ,
19,m2,HARNQ,
19,m2,HBEWR,
19,m2,HBQXZ,
19,m2,HEJKB,
19,m2,HFNSC,
19,m2,HJBDQ,
19,m2,HJEZS,
19,m2,IBCCH,
19,m2,ITXLG,
19,m2,IXRCJ,
19,m2,JAYYJ,
19,m2,JDVOM,
19,m2,JFFDX,
19,m2,JJAGL,
19,m2,JUSNB,
19,m2,JVWRC,
19,m2,JXCTF,
19,m2,KBPUC,
19,m2,KCPRJ,
19,m2,KIYTT,
19,m2,KRWHP,
19,m2,KSQVW,
19,m2,LFMEQ,
19,m2,LYFOV,
19,m2,MHKGW,
19,m2,MLXQY,
19,m2,MPQVV,
19,m2,MWDSM,
19,m2,MWTSC,
19,m2,MXZEG,
19,m2,NDNSG,
19,m2,NERZB,
19,m2,OEXJH,
19,m2,OJYDQ,
19,m2,OLPSA,
19,m2,OPSPN,
19,m2,OTJYA,
19,m2,PDSGL,
19,m2,PGVWP,
19,m2,PPZPY,
19,m2,PVBVQ,
19,m2,PWJJQ,
19,m2,QCTQV,
19,m2,QRNNV,
19,m2,QYBZC,
19,m2,RJKJF,
19,m2,RKDZV,
19,m2,RKTOH,
19,m2,RQOBK,
19,m2,RTXTZ,
19,m2,RZIII,
19,m2,SKXRF,
19,m2,SNNRO,
19,m2,SOOYS,
19,m2,SVOWQ,
19,m2,SXMNT,
19,m2,TDFNU,
19,m2,TDLLY,
19,m2,TICTG,
19,m2,TLEEF,
19,m2,TNUTC,
19,m2,TPMTB,
19,m2,TQUSO,
19,m2,TVNAD,
19,m2,TYDLF,
19,m2,TZHAK,
19,m2,UFEYS,
19,m2,UONRK,
19,m2,UXMBH,
19,m2,UYSCS,
19,m2,VBFGR,
19,m2,VEOXL,
19,m2,VHWFI,
19,m2,VQQGL,
19,m2,VSYYJ,
19,m2,WEESC,
19,m2,WEZFA,
19,m2,WOVCG,
19,m2,WTOCY,
19,m2,WUKAA,
19,m2,XDCSW,
19,m2,XEPOZ,
19,m2,XJMAV,
19,m2,XMREM,
19,m2,XPQFY,
19,m2,YIQTI,
19,m2,YJPRG,
19,m2,YKWAH,
19,m2,YMKYG,
19,m2,YPCFD,
19,m2,YQXIE,
19,m2,YUMWF,
19,m2,YYYQL,
19,m2,ZHMDL,
19,m2,ZJGNP,
19,m3,AFKFA,0.400000006
19,m3,AYJQH,0.349999994
19,m3,BGRYT,0
19,m3,BNSRX,0.899999976
19,m3,BRCTI,0.649999976
19,m3,BUTQG,0.850000024
19,m3,BXBPO,0.850000024
19,m3,BYUFT,0.589999974
19,m3,CQEXW,0.200000003
19,m3,CTDTP,0.899999976
19,m3,CTPQT,0.200000003
19,m3,DDLIA,0.150000006
19,m3,DMIIF,0.949999988
19,m3,DOPUB,1
19,m3,EALGQ,0.699999988
19,m3,EXHNR,0.300000012
19,m3,FFVHW,0.800000012
19,m3,FJTDI,0.899999976
19,m3,FOMBY,0.850000024
19,m3,FRHWQ,0.949999988
19,m3,GCPKB,1
19,m3,GFHGK,1
19,m3,GLYRR,0.400000006
19,m3,GOQTH,0.400000006
19,m3,HDWQD,0.200000003
19,m3,HKTWT,0.5
19,m3,HSACH,0.600000024
19,m3,HWAXH,0.600000024
19,m3,HWHKM,0.5
19,m3,HXXGB,0.5
19,m3,IEZOP,0.300000012
19,m3,IKPCK,0.400000006
19,m3,IXIJM,0.050000001
19,m3,JDMRD,0.49000001
19,m3,JERHM,0.75
19,m3,JJWQH,0.870000005
19,m3,KGDEO,0.579999983
19,m3,KMTVC,0.300000012
19,m3,KPQUF,0.899999976
19,m3,KXHZX,0.699999988
19,m3,KYQVB,0.5
19,m3,LCSDI,0.959999979
19,m3,LJPBD,0.550000012
19,m3,LMKYB,0.600000024
19,m3,LVFGB,0.100000001
19,m3,LXMYX,0.25
19,m3,LYXBB,0.800000012
19,m3,MLVJZ,0.899999976
19,m3,MMOYA,1
19,m3,MNRLM,0.100000001
19,m3,MQOED,0.910000026
19,m3,MREFB,0.800000012
19,m3,MUPMA,0.400000006
19,m3,MYWHH,0.800000012
19,m3,NLTVU,0.699999988
19,m3,NQYQN,0.050000001
19,m3,OAKPV,0.200000003
19,m3,OCSVL,0.129999995
19,m3,ODNWH,0.100000001
19,m3,OOJMX,0.5
19,m3,OPAXV,0.800000012
19,m3,PEOLU,0.800000012
19,m3,PHTZT,0.449999988
19,m3,POXNY,0.600000024
19,m3,PYBWP,1
19,m3,PZCZV,0.5
19,m3,QECXS,0.899999976
19,m3,QHNUD,0.5
19,m3,QKAZU,0.600000024
19,m3,QRVVY,0.349999994
19,m3,QVBAP,1
19,m3,QXEPS,0.25
19,m3,REAVM,0.439999998
19,m3,RLFXE,0.800000012
19,m3,RRFWI,1
19,m3,RRKTM,1
19,m3,RSFYN,0.800000012
19,m3,SIBYL,0.649999976
19,m3,SLETN,0.600000024
19,m3,SLKSA,0.600000024
19,m3,SNJRM,0.699999988
19,m3,TPCGC,0.5
19,m3,USYLJ,0.400000006
19,m3,UUYLF,0.600000024
19,m3,UWXVV,0.800000012
19,m3,VTIEK,1
19,m3,VTWWG,0.600000024
19,m3,VWIIZ,0.949999988
19,m3,VWQJN,0.5
19,m3,VWTHZ,0.699999988
19,m3,WOZHY,0.600000024
19,m3,WSKMW,0.400000006
19,m3,WTZSC,0.400000006
19,m3,WVBUA,0.699999988
19,m3,XCRTP,0.5
19,m3,XYJIX,0.100000001
19,m3,YEXRD,0.800000012
19,m3,YGDVU,0.100000001
19,m3,YHEMK,0.5
19,m3,YHGBZ,0.200000003
19,m3,YIPBA,0.600000024
19,m3,YSSFZ,0.300000012
19,m3,ZCZJN,0.200000003
19,m3,ZDOYC,0.600000024
20,m2,AGNPX,
20,m2,AIRBM,
20,m2,ARLEI,
20,m2,BBECX,
20,m2,BHPTI,
20,m2,BIYDE,
20,m2,BKCFP,
20,m2,BNPKB,
20,m2,BZRFC,
20,m2,CHIBT,
20,m2,CHJWI,
20,m2,COGEW,
20,m2,CUCGB,
20,m2,CYLLX,
20,m2,CYWGM,
20,m2,DBEOL,
20,m2,DCRKI,
20,m2,DLIYI,
20,m2,DOPFI,
20,m2,DPJYN,
20,m2,DRIUI,
20,m2,DSMMR,
20,m2,DUYEG,
20,m2,EDRGS,
20,m2,EFVYH,
20,m2,EMHKN,
20,m2,FDEEF,
20,m2,FGOQM,
20,m2,FTHMZ,
20,m2,FZDWW,
20,m2,FZMNK,
20,m2,GLFJZ,
20,m2,GZRWQ,
20,m2,HARNQ,
20,m2,HBEWR,
20,m2,HBQXZ,
20,m2,HEJKB,
20,m2,HFNSC,
20,m2,HJBDQ,
20,m2,HJEZS,
20,m2,IBCCH,
20,m2,ITXLG,
20,m2,IXRCJ,
20,m2,JAYYJ,
20,m2,JDVOM,
20,m2,JFFDX,
20,m2,JJAGL,
20,m2,JUSNB,
20,m2,JVWRC,
20,m2,JXCTF,
20,m2,KBPUC,
20,m2,KCPRJ,
20,m2,KIYTT,
20,m2,KRWHP,
20,m2,KSQVW,
20,m2,LFMEQ,
20,m2,LYFOV,
20,m2,MHKGW,
20,m2,MLXQY,
20,m2,MPQVV,
20,m2,MWDSM,
20,m2,MWTSC,
20,m2,MXZEG,
20,m2,NDNSG,
20,m2,NERZB,
20,m2,OEXJH,
20,m2,OJYDQ,
20,m2,OLPSA,
20,m2,OPSPN,
20,m2,OTJYA,
20,m2,PDSGL,
20,m2,PGVWP,
20,m2,PPZPY,
20,m2,PVBVQ,
20,m2,PWJJQ,
20,m2,QCTQV,
20,m2,QRNNV,
20,m2,QYBZC,
20,m2,RJKJF,
20,m2,RKDZV,
20,m2,RKTOH,
20,m2,RQOBK,
20,m2,RTXTZ,
20,m2,RZIII,
20,m2,SKXRF,
20,m2,SNNRO,
20,m2,SOOYS,
20,m2,SVOWQ,
20,m2,SXMNT,
20,m2,TDFNU,
20,m2,TDLLY,
20,m2,TICTG,
20,m2,TLEEF,
20,m2,TNUTC,
20,m2,TPMTB,
20,m2,TQUSO,
20,m2,TVNAD,
20,m2,TYDLF,
20,m2,TZHAK,
20,m2,UFEYS,
20,m2,UONRK,
20,m2,UXMBH,
20,m2,UYSCS,
20,m2,VBFGR,
20,m2,VEOXL,
20,m2,VHWFI,
20,m2,VQQGL,
20,m2,VSYYJ,
20,m2,WEESC,
20,m2,WEZFA,
20,m2,WOVCG,
20,m2,WTOCY,
20,m2,WUKAA,
20,m2,XDCSW,
20,m2,XEPOZ,
20,m2,XJMAV,
20,m2,XMREM,
20,m2,XPQFY,
20,m2,YIQTI,
20,m2,YJPRG,
20,m2,YKWAH,
20,m2,YMKYG,
20,m2,YPCFD,
20,m2,YQXIE,
20,m2,YUMWF,
20,m2,YYYQL,
20,m2,ZHMDL,
20,m2,ZJGNP,
20,m3,AFKFA,0.300000012
20,m3,AYJQH,0.150000006
20,m3,BGRYT,0
20,m3,BNSRX,0.75
20,m3,BRCTI,0.699999988
20,m3,BUTQG,0.800000012
20,m3,BXBPO,0.300000012
20,m3,BYUFT,0.629999995
20,m3,CQEXW,0.400000006
20,m3,CTDTP,0.899999976
20,m3,CTPQT,0.25
20,m3,DDLIA,0.25
20,m3,DMIIF,0.850000024
20,m3,DOPUB,0.699999988
20,m3,EALGQ,0.200000003
20,m3,EXHNR,0.050000001
20,m3,FFVHW,0.600000024
20,m3,FJTDI,0.449999988
20,m3,FOMBY,0.5
20,m3,FRHWQ,0.5
20,m3,GCPKB,0.699999988
20,m3,GFHGK,0.75
20,m3,GLYRR,0.600000024
20,m3,GOQTH,0.300000012
20,m3,HDWQD,0.340000004
20,m3,HKTWT,0.5
20,m3,HSACH,0.600000024
20,m3,HWAXH,0.100000001
20,m3,HWHKM,0.400000006
20,m3,HXXGB,0.300000012
20,m3,IEZOP,0.100000001
20,m3,IKPCK,0.200000003
20,m3,IXIJM,0
20,m3,JDMRD,0.5
20,m3,JERHM,0.449999988
20,m3,JJWQH,0.899999976
20,m3,KGDEO,0.550000012
20,m3,KMTVC,0.899999976
20,m3,KPQUF,0
20,m3,KXHZX,0.600000024
20,m3,KYQVB,0.400000006
20,m3,LCSDI,0.5
20,m3,LJPBD,0.649999976
20,m3,LMKYB,0.100000001
20,m3,LVFGB,0.050000001
20,m3,LXMYX,0.200000003
20,m3,LYXBB,0.899999976
20,m3,MLVJZ,1
20,m3,MMOYA,1
20,m3,MNRLM,0.300000012
20,m3,MQOED,0.529999971
20,m3,MREFB,0.699999988
20,m3,MUPMA,0.899999976
20,m3,MYWHH,0.400000006
20,m3,NLTVU,0.5
20,m3,NQYQN,0.050000001
20,m3,OAKPV,0.150000006
20,m3,OCSVL,0.439999998
20,m3,ODNWH,0.150000006
20,m3,OOJMX,0.529999971
20,m3,OPAXV,0.600000024
20,m3,PEOLU,0.400000006
20,m3,PHTZT,0.75
20,m3,POXNY,0.200000003
20,m3,PYBWP,0.800000012
20,m3,PZCZV,0.200000003
20,m3,QECXS,0.400000006
20,m3,QHNUD,0.200000003
20,m3,QKAZU,0.5
20,m3,QRVVY,0.600000024
20,m3,QVBAP,0
20,m3,QXEPS,0.200000003
20,m3,REAVM,0.330000013
20,m3,RLFXE,0.300000012
20,m3,RRFWI,1
20,m3,RRKTM,0.800000012
20,m3,RSFYN,0.5
20,m3,SIBYL,0.349999994
20,m3,SLETN,0.600000024
20,m3,SLKSA,0.800000012
20,m3,SNJRM,0.400000006
20,m3,TPCGC,0.200000003
20,m3,USYLJ,0.100000001
20,m3,UUYLF,0.550000012
20,m3,UWXVV,0.5
20,m3,VTIEK,0.800000012
20,m3,VTWWG,0.300000012
20,m3,VWIIZ,0.800000012
20,m3,VWQJN,0.300000012
20,m3,VWTHZ,0.100000001
20,m3,WOZHY,0.699999988
20,m3,WSKMW,0.300000012
20,m3,WTZSC,0.400000006
20,m3,WVBUA,0.400000006
20,m3,XCRTP,0.200000003
20,m3,XYJIX,0.100000001
20,m3,YEXRD,0.150000006
20,m3,YGDVU,0.200000003
20,m3,YHEMK,0.600000024
20,m3,YHGBZ,0.400000006
20,m3,YIPBA,0.200000003
20,m3,YSSFZ,0.050000001
20,m3,ZCZJN,0.300000012
20,m3,ZDOYC,0
21,m2,AGNPX,
21,m2,AIRBM,
21,m2,ARLEI,
21,m2,BBECX,
21,m2,BHPTI,
21,m2,BIYDE,
21,m2,BKCFP,
21,m2,BNPKB,
21,m2,BZRFC,
21,m2,CHIBT,
21,m2,CHJWI,
21,m2,COGEW,
21,m2,CUCGB,
21,m2,CYLLX,
21,m2,CYWGM,
21,m2,DBEOL,
21,m2,DCRKI,
21,m2,DLIYI,
21,m2,DOPFI,
21,m2,DPJYN,
21,m2,DRIUI,
21,m2,DSMMR,
21,m2,DUYEG,
21,m2,EDRGS,
21,m2,EFVYH,
21,m2,EMHKN,
21,m2,FDEEF,
21,m2,FGOQM,
21,m2,FTHMZ,
21,m2,FZDWW,
21,m2,FZMNK,
21,m2,GLFJZ,
21,m2,GZRWQ,
21,m2,HARNQ,
21,m2,HBEWR,
21,m2,HBQXZ,
21,m2,HEJKB,
21,m2,HFNSC,
21,m2,HJBDQ,
21,m2,HJEZS,
21,m2,IBCCH,
21,m2,ITXLG,
21,m2,IXRCJ,
21,m2,JAYYJ,
21,m2,JDVOM,
21,m2,JFFDX,
21,m2,JJAGL,
21,m2,JUSNB,
21,m2,JVWRC,
21,m2,JXCTF,
21,m2,KBPUC,
21,m2,KCPRJ,
21,m2,KIYTT,
21,m2,KRWHP,
21,m2,KSQVW,
21,m2,LFMEQ,
21,m2,LYFOV,
21,m2,MHKGW,
21,m2,MLXQY,
21,m2,MPQVV,
21,m2,MWDSM,
21,m2,MWTSC,
21,m2,MXZEG,
21,m2,NDNSG,
21,m2,NERZB,
21,m2,OEXJH,
21,m2,OJYDQ,
21,m2,OLPSA,
21,m2,OPSPN,
21,m2,OTJYA,
21,m2,PDSGL,
21,m2,PGVWP,
21,m2,PPZPY,
21,m2,PVBVQ,
21,m2,PWJJQ,
21,m2,QCTQV,
21,m2,QRNNV,
21,m2,QYBZC,
21,m2,RJKJF,
21,m2,RKDZV,
21,m2,RKTOH,
21,m2,RQOBK,
21,m2,RTXTZ,
21,m2,RZIII,
21,m2,SKXRF,
21,m2,SNNRO,
21,m2,SOOYS,
21,m2,SVOWQ,
21,m2,SXMNT,
21,m2,TDFNU,
21,m2,TDLLY,
21,m2,TICTG,
21,m2,TLEEF,
21,m2,TNUTC,
21,m2,TPMTB,
21,m2,TQUSO,
21,m2,TVNAD,
21,m2,TYDLF,
21,m2,TZHAK,
21,m2,UFEYS,
21,m2,UONRK,
21,m2,UXMBH,
21,m2,UYSCS,
21,m2,VBFGR,
21,m2,VEOXL,
21,m2,VHWFI,
21,m2,VQQGL,
21,m2,VSYYJ,
21,m2,WEESC,
21,m2,WEZFA,
21,m2,WOVCG,
21,m2,WTOCY,
21,m2,WUKAA,
21,m2,XDCSW,
21,m2,XEPOZ,
21,m2,XJMAV,
21,m2,XMREM,
21,m2,XPQFY,
21,m2,YIQTI,
21,m2,YJPRG,
21,m2,YKWAH,
21,m2,YMKYG,
21,m2,YPCFD,
21,m2,YQXIE,
21,m2,YUMWF,
21,m2,YYYQL,
21,m2,ZHMDL,
21,m2,ZJGNP,
21,m3,AFKFA,0.100000001
21,m3,AYJQH,0.100000001
21,m3,BGRYT,0
21,m3,BNSRX,0.5
21,m3,BRCTI,0.649999976
21,m3,BUTQG,0.050000001
21,m3,BXBPO,0.400000006
21,m3,BYUFT,0.02
21,m3,CQEXW,0.5
21,m3,CTDTP,0.400000006
21,m3,CTPQT,0.25
21,m3,DDLIA,0.100000001
21,m3,DMIIF,0.050000001
21,m3,DOPUB,0.200000003
21,m3,EALGQ,0.100000001
21,m3,EXHNR,0.050000001
21,m3,FFVHW,0.100000001
21,m3,FJTDI,0.200000003
21,m3,FOMBY,0.100000001
21,m3,FRHWQ,0.050000001
21,m3,GCPKB,0.300000012
21,m3,GFHGK,0.25
21,m3,GLYRR,0.600000024
21,m3,GOQTH,0.200000003
21,m3,HDWQD,0.200000003
21,m3,HKTWT,0.200000003
21,m3,HSACH,0.800000012
21,m3,HWAXH,0.25
21,m3,HWHKM,0.100000001
21,m3,HXXGB,0.200000003
21,m3,IEZOP,0
21,m3,IKPCK,0.200000003
21,m3,IXIJM,0
21,m3,JDMRD,0.5
21,m3,JERHM,0.349999994
21,m3,JJWQH,0.879999995
21,m3,KGDEO,0.5
21,m3,KMTVC,0.200000003
21,m3,KPQUF,0.100000001
21,m3,KXHZX,0.200000003
21,m3,KYQVB,0.200000003
21,m3,LCSDI,0.550000012
21,m3,LJPBD,0.300000012
21,m3,LMKYB,0
21,m3,LVFGB,0.050000001
21,m3,LXMYX,0.100000001
21,m3,LYXBB,0.400000006
21,m3,MLVJZ,0
21,m3,MMOYA,0.050000001
21,m3,MNRLM,0.100000001
21,m3,MQOED,1
21,m3,MREFB,0.800000012
21,m3,MUPMA,0.100000001
21,m3,MYWHH,0.400000006
21,m3,NLTVU,0.100000001
21,m3,NQYQN,0.050000001
21,m3,OAKPV,0.300000012
21,m3,OCSVL,0.200000003
21,m3,ODNWH,0
21,m3,OOJMX,0.029999999
21,m3,OPAXV,0.200000003
21,m3,PEOLU,0
21,m3,PHTZT,0.02
21,m3,POXNY,0.200000003
21,m3,PYBWP,0
21,m3,PZCZV,0.100000001
21,m3,QECXS,0
21,m3,QHNUD,0.200000003
21,m3,QKAZU,0.400000006
21,m3,QRVVY,0.600000024
21,m3,QVBAP,0.050000001
21,m3,QXEPS,0.200000003
21,m3,REAVM,0.319999993
21,m3,RLFXE,0
21,m3,RRFWI,0
21,m3,RRKTM,0.300000012
21,m3,RSFYN,0.300000012
21,m3,SIBYL,0.100000001
21,m3,SLETN,0.5
21,m3,SLKSA,0.200000003
21,m3,SNJRM,0.400000006
21,m3,TPCGC,0.300000012
21,m3,USYLJ,0.100000001
21,m3,UUYLF,0.100000001
21,m3,UWXVV,0.649999976
21,m3,VTIEK,0.400000006
21,m3,VTWWG,0.100000001
21,m3,VWIIZ,0.699999988
21,m3,VWQJN,0.200000003
21,m3,VWTHZ,0.050000001
21,m3,WOZHY,0.01
21,m3,WSKMW,0.200000003
21,m3,WTZSC,0.400000006
21,m3,WVBUA,0.100000001
21,m3,XCRTP,0.300000012
21,m3,XYJIX,0.050000001
21,m3,YEXRD,0.050000001
21,m3,YGDVU,0.07
21,m3,YHEMK,0.200000003
21,m3,YHGBZ,0.200000003
21,m3,YIPBA,0.649999976
21,m3,YSSFZ,0.050000001
21,m3,ZCZJN,0.100000001
21,m3,ZDOYC,0.300000012
